,District,Sub_District,School Code,School Name
551,新界,西貢區,AP0645,仁濟醫院陳耀星小學
552,新界,西貢區,AP0530,天主教聖安德肋小學
553,新界,西貢區,AP0444,西貢中心李少欽紀念學校
554,新界,西貢區,AP0445,西貢崇真天主教學校（小學部）
555,新界,西貢區,AP0085,佛教志蓮小學
556,新界,西貢區,AP0628,東華三院王余家潔紀念小學
557,新界,西貢區,AP0384,保良局陸慶濤小學
558,新界,西貢區,AP0375,保良局馮晴紀念小學
559,新界,西貢區,AP0394,保良局黃永樹小學
560,新界,西貢區,AP0172,香海正覺蓮社佛教黃藻森學校
561,新界,西貢區,AP0186,香港華人基督教聯會真道書院
562,新界,西貢區,AP0222,香港學堂國際學校
563,新界,西貢區,AP0098,基督教宣道會宣基小學
564,新界,西貢區,AP0016,基督教神召會梁省德小學
565,新界,西貢區,AP0598,將軍澳天主教小學
566,新界,西貢區,AP0599,將軍澳官立小學
567,新界,西貢區,AP0600,將軍澳循道衛理小學
568,新界,西貢區,AP0106,清水灣小學
569,新界,西貢區,AP0403,博愛醫院陳國威小學
570,新界,西貢區,AP0279,景林天主教小學
571,新界,西貢區,AP0175,港澳信義會小學
572,新界,西貢區,AP0174,港澳信義會明道小學
573,新界,西貢區,AP0566,順德聯誼總會梁潔華小學
574,新界,西貢區,AP0430,聖公會將軍澳基德小學
575,新界,西貢區,AP0135,播道書院
576,新界,西貢區,AP0319,樂善堂劉德學校
577,新界,西貢區,AP0693,樹宏學校
578,新界,西貢區,AP0153,優才（楊殷有娣）書院
579,新界,西貢區,AP0714,思貝禮國際學校
580,新界,西貢區,AP0719,茵維特(香港)學校
